item_id,item_name,inventory_count,sold_count,item_description,retail_price,vendor_price,vendor_id
3288,Furniture Item,20,20,Pellentesque ac risus consequat orci congue malesuada in nec mi,59,0,779999
3289,Storage Gadget,67,67,"In sollicitudin, tellus nec vehicula luctus, sem lacus cursus felis, ac fringilla ante nisi ac sapien",153.99,0,770003
3290,Car Doodad,34,34,"In semper urna sem, sagittis rutrum magna volutpat in",52.99,0,770002
3291,Kitchen Paraphernalia,23,23,"Vivamus mauris quam, accumsan at metus ut, ullamcorper luctus sem",133,0,770001
3292,Baby Component,58,58,Nulla sodales mi eu neque porta facilisis,160,0,770222
3293,Computer Mechanism,53,53,"Donec interdum, enim eu porttitor facilisis, nunc nunc viverra dui, vitae viverra ipsum felis ac neque",11,0,779999
3294,Biking Equipment,18,18,"Vivamus fringilla dui quis mi iaculis, eget sodales arcu vulputate",84.99,0,770003
3295,Swimming Machine,20,20,Ut at pharetra lectus,94,0,770002
3296,Swimming Component,56,56,"Duis suscipit, odio convallis luctus pulvinar, urna turpis vehicula urna, et pulvinar dolor justo id lacus",128.95,0,770001
3297,Aquarium Contraption,58,58,"Phasellus luctus nibh vestibulum, dignissim ligula vel, tristique libero",75,0,770222
3298,Sports Whatchamacallit,37,37,"Nunc congue metus in nisi consequat, at elementum tellus laoreet",81.95,0,779999
3299,Fitness Apparatus,27,27,Etiam malesuada et enim nec gravida,193.95,0,770003
3300,First Aid Implement,43,43,"Duis suscipit, odio convallis luctus pulvinar, urna turpis vehicula urna, et pulvinar dolor justo id lacus",129.99,0,770002
3301,Camera Rig,23,23,Phasellus tincidunt tristique placerat,164.95,0,770001
3302,Tire Equipment,55,55,"Pellentesque rutrum, lorem ac tincidunt auctor, neque orci commodo urna, in pellentesque ipsum turpis in dui",49,0,770222
3303,Computer Gizmo,69,69,Sed accumsan pretium interdum,113,0,779999
3304,Hair Care Gizmo,56,56,"Integer viverra venenatis mauris, a pharetra dolor accumsan a",137.95,0,770003
3305,First Aid Whatchamacallit,41,41,Sed in enim at felis tempus dictum sed vel mi,81.95,0,770002
3306,Womens Accessory,53,53,Aenean tempor elit et venenatis imperdiet,24,0,770001
3307,Truck Apparatus,35,35,Proin commodo varius lorem nec venenatis,114.95,0,770222
3308,Sports Rig,21,21,"Donec a sapien dictum, porttitor nibh ut, tempus urna",171,0,779999
3309,Aquarium Doodad,34,34,"Ut gravida lectus sed lorem feugiat, eleifend porta turpis egestas",40.95,0,770003
3310,Hair Care Supplies,45,45,Vestibulum ut aliquam orci,14,0,770002
3311,Music Implement,71,71,Fusce quis dui sed ligula viverra tempus in ac orci,27.95,0,770001
3312,Kitchen Widget,39,39,Quisque vel felis libero,136.95,0,770222
3313,Phone Kit,59,59,"Quisque sit amet orci finibus, pulvinar arcu eu, vehicula nulla",177.95,0,779999
3314,Hair Care Instrument,43,43,"Quisque erat odio, laoreet ac molestie sed, molestie cursus ligula",36,0,770003
3315,Book Doodad,68,68,"In gravida dolor dolor, id volutpat dui condimentum eu",133.99,0,770002
3316,Fitness Mechanism,44,44,Nam in est id purus laoreet tincidunt nec nec justo,190,0,770001
3317,Furniture Component,39,39,Pellentesque dignissim mi a sem dapibus eleifend,115.95,0,770222
3318,Furniture Machine,21,21,"Ut venenatis elit quam, eget pulvinar augue finibus sed",85.99,0,779999
3319,Engine Gadget,24,24,"Vestibulum quam eros, semper nec sollicitudin et, rhoncus ac nulla",191.95,0,770003
3320,Biking Kit,41,41,Integer convallis turpis vitae condimentum tincidunt,191.95,0,770002
3321,Computer Mechanism,54,54,Phasellus at ipsum pellentesque metus molestie rutrum,112.99,0,770001
3322,Dining Supplies,47,47,Pellentesque posuere imperdiet maximus,39,0,770222
3323,Cat Kit,65,65,Suspendisse potenti,35,0,779999
3324,Beach Accessory,56,56,"Suspendisse ante erat, viverra et dui euismod, semper rhoncus neque",57,0,770003
3325,Truck Component,22,22,"Vivamus mauris quam, accumsan at metus ut, ullamcorper luctus sem",151,0,770002
3326,Skin Care Doodad,20,20,Suspendisse potenti,10,0,770001
3327,Truck Widget,40,40,"Etiam neque libero, semper sed ex eu, rutrum dignissim diam",162,0,770222
3328,Beach Doodad,50,50,Integer ultricies viverra ipsum id luctus,123.95,0,779999
3329,Movie Implement,63,63,"Suspendisse massa orci, iaculis id facilisis tempus, gravida in est",179.99,0,770003
3330,Phone Gear,35,35,"Donec lacus sapien, mollis nec consequat at, sodales sit amet orci",111.99,0,770002
3331,Nutrition Widget,26,26,Integer viverra lobortis malesuada,114.95,0,770001
3332,Fitness Thingamajig,69,69,Donec placerat eu metus a interdum,60,0,770222
3333,Cat Kit,24,24,"Donec a sapien dictum, porttitor nibh ut, tempus urna",96,0,779999
3334,Vitamin Mechanism,38,38,Ut cursus vehicula fringilla,89,0,770003
3335,Game Paraphernalia,18,18,"Curabitur vulputate quam sit amet orci semper, vel efficitur ipsum tempor",129.95,0,770002
3336,Makeup Instrument,38,38,"Quisque lacus urna, tristique quis ex vel, ullamcorper suscipit nibh",116.95,0,770001
3337,Toy Instrument,22,22,"Donec accumsan sapien vel nulla tristique, id convallis risus commodo",137,0,770222
3338,First Aid Accessory,63,63,"Maecenas nisi ipsum, tristique eu metus eu, tincidunt accumsan nibh",29,0,779999
3339,Outdoors Gizmo,44,44,Praesent mollis a lacus ornare fringilla,42,0,770003
3340,Book Supplies,29,29,Etiam nec malesuada tellus,80.95,0,770002
3341,Skin Care Gear,19,19,Aliquam dapibus et lectus id tincidunt,174.95,0,770001
3342,Computer Mechanism,28,28,"Nullam eleifend nisl sed leo bibendum, quis laoreet massa vestibulum",49,0,770222
3343,Camera Kit,42,42,Suspendisse ac nulla dui,177.95,0,779999
3344,Jewelry Doodad,43,43,Vivamus porttitor elementum iaculis,185,0,770003
3345,Dining Item,35,35,"In tempor tortor sit amet leo sollicitudin, ultrices commodo turpis posuere",164,0,770002
3346,Medicine Kit,30,30,"Nam facilisis, turpis sed finibus venenatis, sem dolor cursus libero, id hendrerit eros enim ut eros",161.95,0,770001
3347,Bedding Gear,29,29,"Integer interdum turpis ex, in vehicula magna consequat auctor",139,0,770222
3348,Vitamin Instrument,57,57,Maecenas pulvinar sollicitudin pretium,116.99,0,779999
3349,Furniture Machine,43,43,"Ut non hendrerit velit, nec mattis dolor",164,0,770003
3350,Outdoors Gadget,22,22,Pellentesque consectetur nisl ut scelerisque varius,141.95,0,770002
3351,Aquarium Gadget,56,56,Nunc viverra fringilla purus nec pellentesque,123.99,0,770001
3352,Skin Care Supplies,28,28,Suspendisse fermentum ex vel volutpat luctus,157.95,0,770222
3353,Camping Accessory,71,71,Mauris suscipit purus sed volutpat dictum,38,0,779999
3354,Cat Gear,44,44,"Duis mauris leo, elementum at felis non, cursus maximus leo",140.95,0,770003
3355,Baby Implement,29,29,Donec dictum est nec auctor condimentum,28.95,0,770002
3356,Swimming Equipment,55,55,Donec iaculis ante in arcu hendrerit euismod,54,0,770001
3357,Sports Paraphernalia,63,63,Nam varius magna et dolor tristique pretium,120.99,0,770222
3358,Computer Contraption,27,27,Ut eu nulla vitae ipsum vestibulum eleifend,86.95,0,779999
3359,Mens Doodad,23,23,Nullam vestibulum augue id ipsum venenatis lobortis,154.95,0,770003
3360,Beach Gear,65,65,In hac habitasse platea dictumst,169.95,0,770002
3361,Sports Implement,22,22,Proin convallis vel tellus a bibendum,108,0,770001
3362,Vitamin Item,48,48,"Phasellus ut ante eleifend, ultrices massa non, varius diam",93.95,0,770222
3363,Nutrition Doodad,43,43,"Praesent aliquam tellus lobortis arcu rutrum, ac tincidunt arcu egestas",173,0,779999
3364,Book Accessory,31,31,"Aliquam venenatis nunc justo, at dignissim arcu bibendum non",156,0,770003
3365,Jewelry Thingamajig,21,21,Donec tincidunt fringilla pretium,106,0,770002
3366,Car Supplies,54,54,"Mauris et libero tincidunt, congue magna ut, gravida dui",12.95,0,770001
3367,Medicine Item,55,55,Vivamus dignissim in purus a eleifend,185,0,770222
3368,Technology Gizmo,21,21,Etiam tristique ex sit amet justo tristique scelerisque,157,0,779999
3369,Baby Paraphernalia,29,29,Aliquam erat volutpat,44.99,0,770003
3370,Bath Attachment,41,41,"Morbi nulla massa, accumsan ut congue tempus, aliquam sit amet libero",121.99,0,770002
3371,Storage Instrument,29,29,Suspendisse potenti,16.99,0,770001
3372,Kitchen Doodad,25,25,Sed mollis imperdiet metus vel malesuada,100.95,0,770222
3373,Cleaning Apparatus,62,62,Nam scelerisque eleifend lorem ut efficitur.,140.99,0,779999
3374,First Aid Equipment,55,55,"Praesent ante tortor, auctor in eleifend a, ornare vitae odio",18.99,0,770003
3375,Nutrition Whatchamacallit,38,38,Etiam ac tempus felis,78.95,0,770002
3376,Outdoors Tool,76,76,Sed consequat metus non accumsan rutrum.,148,0,770001
3377,Personal Item,54,54,Cras vulputate nisl a scelerisque bibendum,58.95,0,770222
3378,Personal Equipment,45,45,Suspendisse dignissim mi nec dolor rutrum semper.,123,0,779999
3379,Camera Gadget,31,31,Praesent accumsan venenatis leo eget tempor,87.99,0,770003
3380,Kitchen Instrument,30,30,Donec elementum volutpat porttitor,135.99,0,770002
3381,Book Supplies,61,61,Praesent blandit vestibulum luctus,10,0,770001
3382,Jewelry Implement,43,43,Nulla nec gravida sapien,54.99,0,770222
3383,Dining Thingamajig,26,26,Nunc porta egestas arcu,122,0,779999
3384,Mens Kit,30,30,"Curabitur ex nibh, ullamcorper ut sollicitudin eget, lacinia eget dolor.",199.99,0,770003
3385,Car Apparatus,67,67,Sed pharetra non urna quis luctus,53,0,770002
3386,Cooking Rig,66,66,"Integer imperdiet justo quis tortor pharetra, non tempor urna ornare",174,0,770001
3387,Camping Equipment,36,36,In bibendum quam sed ante vehicula feugiat,158.99,0,770222
3388,Kids Gadget,63,63,"Cras felis enim, rutrum a imperdiet et, vehicula at metus",126.99,0,779999
3389,Cat Gear,64,64,Quisque nec libero odio,85,0,770003
3390,Jewelry Mechanism,70,70,Sed ac ligula eget orci consectetur interdum,66.95,0,770002
3391,Womens Doodad,42,42,"Vivamus sit amet fringilla massa, id maximus libero",22.99,0,770001
3392,Toy Gadget,71,71,"Quisque scelerisque venenatis velit, eu porttitor felis mattis non",86,0,770222
3393,Swimming Device,61,61,"Quisque lacus urna, tristique quis ex vel, ullamcorper suscipit nibh",184.99,0,779999
3394,Aquarium Device,55,55,Proin imperdiet feugiat consectetur,33.99,0,770003
3395,Aquarium Item,30,30,Etiam interdum odio nec suscipit finibus,103,0,770002
3396,Movie Whatchamacallit,74,74,Quisque nec imperdiet lectus,108.95,0,770001
3397,Fitness Component,18,18,Vestibulum porta egestas vulputate,80.95,0,770222
3398,First Aid Contraption,34,34,Fusce efficitur metus ut orci ullamcorper suscipit,152.95,0,779999
3399,Computer Whatchamacallit,71,71,Suspendisse ornare quis odio eget suscipit,24,0,770003
3400,Beach Contraption,72,72,"Nam sed ex mollis, luctus nisi at, rhoncus sapien",62.99,0,770002
3401,First Aid Thingamajig,21,21,Sed vel sem quis sapien cursus convallis placerat sit amet sapien,192,0,770001
3402,Cleaning Doodad,44,44,Maecenas ac porttitor justo,122.99,0,770222
3403,Sports Paraphernalia,20,20,Quisque et tortor in justo venenatis facilisis a ac quam,149,0,779999
3404,Truck Thingamajig,41,41,Mauris ac sapien a est dictum volutpat,114.95,0,770003
3405,Jewelry Component,72,72,"Aliquam elementum aliquet nulla, posuere venenatis nisi laoreet at",53,0,770002
3406,Aquarium Widget,65,65,Aenean sagittis sapien sed justo suscipit egestas,68,0,770001
3407,Sports Machine,47,47,Nunc pretium elit non felis placerat placerat,113,0,770222
3408,Personal Paraphernalia,64,64,Nullam luctus fringilla accumsan,32.99,0,779999
3409,Beach Instrument,73,73,Duis sagittis ultrices orci vitae feugiat,198.99,0,770003
3410,Baby Accessory,41,41,"Mauris at fringilla augue, nec varius nibh",68,0,770002
3411,Camping Whatchamacallit,74,74,"Sed ut leo ultricies, eleifend est ut, pellentesque eros.",167.95,0,770001
3412,Biking Accessory,69,69,"Integer ligula leo, blandit ut lorem tempus, eleifend convallis odio",69.95,0,770222
3413,Bath Tool,51,51,"Ut sed tincidunt nibh, non cursus nunc.",197.95,0,779999
3414,Music Gear,23,23,"Cras est ipsum, molestie vel vulputate vulputate, iaculis ac tellus",137,0,770003
3415,Bath Supplies,73,73,Donec a tincidunt dolor,100.95,0,770002
3416,Gardening Attachment,45,45,"Sed non urna iaculis, ultrices ligula id, ultricies lacus",94.99,0,770001
3417,Camping Gizmo,43,43,Pellentesque ut volutpat augue,129,0,770222
3418,Jewelry Thingamajig,58,58,Suspendisse potenti,151.99,0,779999
3419,Beach Machine,45,45,"Mauris at fringilla augue, nec varius nibh",22.95,0,770003
3420,Vitamin Gadget,30,30,"Sed purus urna, egestas ac dolor vehicula, cursus mattis turpis",56.95,0,770002
3421,Truck Instrument,39,39,Suspendisse ac nulla dui,34.99,0,770001
3422,Cat Attachment,76,76,"Integer vel commodo massa, eget imperdiet sapien",195,0,770222
3423,Fitness Rig,35,35,"Fusce ultrices vestibulum justo, sed congue ligula blandit ut",182,0,779999
3424,Sports Rig,62,62,Etiam ac ultrices augue,151.99,0,770003
3425,Book Apparatus,36,36,Praesent sit amet ex eget massa malesuada laoreet ac non sapien,144,0,770002
3426,Vitamin Widget,62,62,"Ut semper velit ut elit ullamcorper, ac vulputate libero rutrum",67.99,0,770001
3427,Womens Gizmo,46,46,"Integer efficitur viverra sapien, sed venenatis eros sagittis at",21,0,770222
3428,Dog Device,27,27,Nulla non tempus turpis,102,0,779999
3429,Womens Paraphernalia,31,31,Integer laoreet purus eget enim imperdiet ultrices,197.99,0,770003
3430,Nutrition Machine,68,68,Phasellus at ipsum pellentesque metus molestie rutrum,177,0,770002
3431,Computer Thingamajig,50,50,Ut eleifend ultricies est quis imperdiet,168.95,0,770001
3432,Kids Thingamajig,26,26,In scelerisque tincidunt erat vel finibus,14.95,0,770222
3433,Furniture Instrument,61,61,Curabitur nec nibh metus,68.99,0,779999
3434,Personal Gear,57,57,"Morbi nulla massa, accumsan ut congue tempus, aliquam sit amet libero",189,0,770003
3435,Book Apparatus,51,51,Suspendisse potenti,152.99,0,770002
3436,Jewelry Mechanism,60,60,In hac habitasse platea dictumst,151.95,0,770001
3437,Fitness Equipment,60,60,"Donec sodales maximus lectus, vitae blandit eros congue a",124,0,770222
3438,Computer Apparatus,70,70,"Aliquam eget elit ultricies, molestie leo vel, vulputate tortor",71,0,779999
3439,Kitchen Machine,63,63,"Donec ex erat, auctor ac facilisis at, bibendum at nisi",136.95,0,770003
3440,Vitamin Mechanism,66,66,Maecenas condimentum eros eget vestibulum aliquam,180.99,0,770002
3441,Hair Care Gear,26,26,Quisque nec libero odio,98.99,0,770001
3442,Skin Care Contraption,40,40,"Lorem ipsum dolor sit amet, consectetur adipiscing elit",155.95,0,770222
3443,Camera Item,37,37,Quisque faucibus aliquet dolor,108.99,0,779999
3444,Toy Whatchamacallit,74,74,"Nunc velit mi, tincidunt faucibus eleifend ac, iaculis in nulla.",159,0,770003
3445,Nutrition Widget,36,36,"Aliquam vel vulputate eros, eget faucibus elit",18.95,0,770002
3446,Hair Care Equipment,25,25,Cras pharetra auctor imperdiet,156,0,770001
3447,Kitchen Implement,35,35,Sed ultrices nunc enim,33.99,0,770222
3448,Dog Component,33,33,"Morbi enim ipsum, commodo non sem eget, pharetra porta nibh",156.95,0,779999
3449,Kitchen Accessory,45,45,"In semper urna sem, sagittis rutrum magna volutpat in",155,0,770003
3450,Dog Device,45,45,"Cras vehicula, justo sit amet congue fringilla, quam augue interdum nulla, at pretium massa tellus in arcu",69.95,0,770002
3451,Dog Apparatus,72,72,"Fusce orci justo, elementum vel mi sit amet, ultrices tempor eros",152.99,0,770001
3452,Mens Rig,58,58,"Integer diam nunc, euismod ac ornare sed, cursus et ante",91,0,770222
3453,Nutrition Whatchamacallit,18,18,Mauris auctor libero eu hendrerit consectetur,194.95,0,779999
3454,Sports Machine,30,30,Nullam venenatis auctor magna quis cursus,33.95,0,770003
3455,Music Tool,40,40,Suspendisse potenti,134.95,0,770002
3456,Skin Care Widget,29,29,Cras a ante sem,103,0,770001
3457,Tire Mechanism,75,75,"Suspendisse quam erat, euismod eget velit sed, elementum venenatis lacus",158.99,0,770222
3458,Kids Supplies,68,68,Nunc nec ante et metus malesuada blandit,186.99,0,779999
3459,Bath Implement,19,19,"Phasellus vehicula sem in nisl consectetur, vel tincidunt tortor blandit",113,0,770003
3460,Aquarium Implement,46,46,Cras hendrerit pellentesque nunc id gravida,168.95,0,770002
3461,Baby Tool,66,66,Sed suscipit et mi nec lobortis,149.95,0,770001
3462,Music Thingamajig,58,58,Suspendisse feugiat sapien orci,102.95,0,770222
3463,Computer Gear,49,49,Mauris auctor libero eu hendrerit consectetur,175.99,0,779999
3464,Camera Kit,24,24,"Nam accumsan, risus sit amet finibus tristique, nibh libero efficitur dolor, vel lobortis tortor ligula sed nunc",138.95,0,770003
3465,Engine Implement,41,41,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Curabitur eget risus ut velit vulputate rutrum nec eget metus,40.95,0,770002
3466,Storage Kit,26,26,Nulla non nibh ante,35,0,770001
3467,Technology Paraphernalia,45,45,"Nunc velit mi, tincidunt faucibus eleifend ac, iaculis in nulla.",197.99,0,770222
3468,Storage Machine,18,18,Donec ornare tempus mauris et facilisis.,63,0,779999
3469,Toy Thingamajig,71,71,Aliquam sed feugiat sem,79.95,0,770003
3470,Hair Care Doodad,42,42,"Donec maximus, dui malesuada auctor suscipit, mauris felis bibendum dui, pellentesque tempor elit risus in odio",106.99,0,770002
3471,Music Gizmo,76,76,"Nam cursus placerat augue, a semper eros gravida bibendum",168,0,770001
3472,Vitamin Implement,28,28,"Mauris tortor augue, commodo sit amet ipsum ac, porttitor aliquet augue",32.95,0,770222
3473,Engine Widget,35,35,Praesent dictum ac dui a efficitur,55,0,779999
3474,Kitchen Thingamajig,37,37,"Aenean imperdiet nulla ante, vel tempor dolor consectetur quis",118.95,0,770003
3475,Fitness Device,34,34,"Donec nulla urna, maximus ut tellus in, accumsan mollis sem.",68.99,0,770002
3476,Nutrition Tool,27,27,"Mauris sem erat, fringilla id lectus sit amet, vestibulum tempor arcu.",105,0,770001
3477,Hair Care Mechanism,48,48,Proin convallis vel tellus a bibendum,102.99,0,770222
3478,Game Paraphernalia,34,34,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Curabitur eget risus ut velit vulputate rutrum nec eget metus,129,0,779999
3479,Engine Gear,45,45,"Sed ut leo ultricies, eleifend est ut, pellentesque eros.",21,0,770003
3480,Womens Gadget,45,45,"Phasellus sit amet hendrerit lectus, non egestas ligula",170.99,0,770002
3481,Mens Device,58,58,Sed mollis imperdiet metus vel malesuada,182.95,0,770001
3482,Car Device,45,45,"In semper urna sem, sagittis rutrum magna volutpat in",146.99,0,770222
3483,Movie Item,46,46,Nulla vestibulum maximus justo eget efficitur,74.95,0,779999
3484,Beach Thingamajig,55,55,Praesent venenatis luctus ante eu consequat.,17,0,770003
3485,Womens Machine,27,27,"Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos",41,0,770002
3486,Jewelry Device,31,31,Etiam interdum odio nec suscipit finibus,135.95,0,770001
3487,Furniture Contraption,70,70,In hac habitasse platea dictumst,127,0,770222
3488,Car Tool,45,45,Praesent vitae maximus quam,15.95,0,779999
3489,Outdoors Paraphernalia,19,19,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Phasellus malesuada tempor odio, sed imperdiet sapien",60.99,0,770003
3490,Furniture Apparatus,31,31,Donec ut purus lacus,146,0,770002
3491,Aquarium Attachment,34,34,In elementum lectus vitae facilisis faucibus,48,0,770001
3492,Dog Equipment,68,68,Vivamus dictum lorem id lacus convallis lacinia quis nec quam,43.99,0,770222
3493,Toy Item,65,65,Pellentesque vehicula efficitur libero,76.99,0,779999
3494,Dining Kit,41,41,"Lorem ipsum dolor sit amet, consectetur adipiscing elit",64,0,770003
3495,Bedding Kit,30,30,"Nam malesuada lorem ut lacus tincidunt, id pellentesque velit pulvinar",51.99,0,770002
3496,Aquarium Mechanism,54,54,"Duis suscipit, odio convallis luctus pulvinar, urna turpis vehicula urna, et pulvinar dolor justo id lacus",54.99,0,770001
3497,Nutrition Component,72,72,Vestibulum sed felis et dui dignissim blandit,166.99,0,770222
3498,Medicine Attachment,58,58,"Quisque ligula ipsum, sollicitudin feugiat consequat ut, elementum in ligula",126.95,0,779999
3499,Phone Contraption,77,77,Vestibulum lacinia massa nec viverra vulputate,149.95,0,770003
3500,Music Component,50,50,"Duis convallis ante ipsum, id suscipit sem ultricies quis",185.95,0,770002
3501,Makeup Gizmo,38,38,In et justo non elit molestie dapibus sed eu velit,198,0,770001
3502,Skin Care Widget,54,54,Proin vehicula felis non ligula sollicitudin placerat ut nec mauris,104.95,0,770222
3503,Cooking Paraphernalia,60,60,"Integer viverra venenatis mauris, a pharetra dolor accumsan a",190.95,0,779999
3504,First Aid Instrument,34,34,"Cras metus ipsum, viverra vel ligula in, finibus eleifend odio",35,0,770003
3505,Aquarium Mechanism,61,61,Vivamus dignissim in purus a eleifend,13.95,0,770002
3506,Home Improvement Instrument,25,25,"Aliquam egestas ipsum mauris, et commodo dui consectetur quis",197.95,0,770001
3507,Fitness Mechanism,18,18,Pellentesque posuere imperdiet maximus,101,0,770222
3508,Jewelry Tool,62,62,Quisque laoreet ullamcorper consequat,92.95,0,779999
3509,Personal Instrument,48,48,Donec venenatis tincidunt eros nec volutpat,90,0,770003
3510,Beach Rig,63,63,Mauris mattis mauris vitae scelerisque condimentum,33.95,0,770002
3511,Tire Whatchamacallit,30,30,Sed ullamcorper id ligula at placerat.,193.95,0,770001
3512,Game Whatchamacallit,67,67,"Integer tempor metus convallis lorem dignissim, vel porttitor mauris varius",18.95,0,770222
3513,Nutrition Instrument,38,38,Maecenas maximus condimentum efficitur,97.95,0,779999
3514,Truck Implement,39,39,Ut volutpat gravida est suscipit tincidunt,47.95,0,770003
3515,Movie Item,45,45,Vestibulum hendrerit vulputate euismod,24.95,0,770002
3516,Gardening Implement,69,69,Donec dictum est nec auctor condimentum,34,0,770001
3517,Bedding Doodad,59,59,Cras pharetra iaculis urna porttitor vestibulum,60.99,0,770222
3518,Cooking Gizmo,43,43,"Ut elementum metus eget lectus accumsan, eget pellentesque enim mollis",136.95,0,779999
3519,Skin Care Gizmo,28,28,Donec tempor tempus consectetur,152,0,770003
3520,Fitness Equipment,52,52,Ut rhoncus malesuada eleifend,73.95,0,770002
3521,Cat Item,72,72,"Phasellus vel egestas orci, vel cursus neque",69,0,770001
3522,Beach Gear,39,39,Nullam volutpat ut dui nec gravida,60,0,770222
3523,Outdoors Contraption,53,53,Nulla eu justo lorem.,193,0,779999
3524,Storage Implement,73,73,"Integer ipsum ante, eleifend id ante aliquam, feugiat efficitur sapien",37,0,770003
3525,Skin Care Instrument,54,54,Aenean sagittis sapien sed justo suscipit egestas,88.99,0,770002
3526,Storage Implement,55,55,"Maecenas sed venenatis purus, quis viverra turpis",64.95,0,770001
3527,Dining Widget,74,74,Ut sit amet eros orci,72.99,0,770222
3528,Truck Kit,29,29,In condimentum viverra congue,27,0,779999
3529,Cat Machine,18,18,"Sed finibus dolor at mauris rhoncus, et ornare est venenatis",104,0,770003
3530,Computer Equipment,68,68,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Nam a lectus nibh.,94.99,0,770002
3531,Womens Apparatus,30,30,Donec et odio ac leo elementum lacinia,51,0,770001
3532,Game Widget,31,31,Integer ut tellus leo,176,0,770222
3533,Jewelry Tool,26,26,"Vestibulum libero purus, finibus eu maximus a, fermentum eget ex.",39.99,0,779999
3534,Car Gear,74,74,Vestibulum semper ut velit ut egestas,142,0,770003
3535,Biking Thingamajig,39,39,"Maecenas nisi ipsum, tristique eu metus eu, tincidunt accumsan nibh",198.99,0,770002
3536,Sports Paraphernalia,70,70,"Nullam nulla ligula, malesuada quis enim vel, ultrices dapibus mauris",116.95,0,770001
3537,Medicine Attachment,36,36,Sed vulputate nunc eget finibus convallis,116,0,770222
3538,Camera Gear,21,21,"Duis sed dapibus orci, nec iaculis nisi",25.99,0,779999
3539,Swimming Instrument,31,31,Nam fringilla aliquet tellus ac pretium,96.99,0,770003
3540,Party Accessory,38,38,"Suspendisse semper tortor sapien, eu cursus nisi fermentum non",195.99,0,770002
3541,Game Implement,69,69,"Phasellus feugiat diam enim, nec molestie urna porta vitae",107,0,770001
3542,Biking Supplies,46,46,Nulla et lectus tellus,88.95,0,770222
3543,Beach Item,20,20,Vestibulum blandit mi quis leo euismod faucibus,12.99,0,779999
3544,Bedding Gizmo,29,29,"Donec sodales maximus lectus, vitae blandit eros congue a",59.99,0,770003
3545,Nutrition Supplies,67,67,"Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus",52.95,0,770002
3546,Beach Accessory,46,46,Phasellus a sagittis justo,150.99,0,770001
3547,Beach Rig,30,30,"Nulla neque tellus, ultrices non consequat vitae, vehicula vulputate orci",66.99,0,770222
3548,Skin Care Machine,20,20,Donec quis luctus risus,143.99,0,779999
3549,Kitchen Supplies,31,31,Nam eget aliquet magna,45.99,0,770003
3550,Gardening Whatchamacallit,70,70,Sed in rhoncus lacus,57.95,0,770002
3551,Biking Thingamajig,36,36,"Nullam et malesuada justo, ac scelerisque libero",34,0,770001
3552,Toy Doodad,72,72,Nullam sit amet efficitur nunc,83,0,770222
3553,Camera Whatchamacallit,30,30,"Suspendisse ultricies mi eget nisi vehicula, at aliquam nunc interdum",52.95,0,779999
3554,Party Implement,18,18,"Suspendisse a leo porta, bibendum justo ut, gravida ex",27.99,0,770003
3555,Cooking Machine,48,48,Praesent cursus justo ac sapien maximus ullamcorper,189,0,770002
3556,Gardening Component,22,22,"Cras vehicula, justo sit amet congue fringilla, quam augue interdum nulla, at pretium massa tellus in arcu",101.95,0,770001
3557,Furniture Accessory,67,67,Proin vehicula felis non ligula sollicitudin placerat ut nec mauris,154.99,0,770222
3558,Hair Care Item,19,19,Maecenas aliquet egestas aliquet,63,0,779999
3559,Mens Kit,24,24,Integer posuere nulla egestas dignissim faucibus,100.95,0,770003
3560,Outdoors Gizmo,47,47,"Sed finibus dolor at mauris rhoncus, et ornare est venenatis",59.95,0,770002
3561,Music Gizmo,29,29,"Sed eu felis pretium, tincidunt risus quis, tempus lorem",194.99,0,770001
3562,Personal Component,57,57,Phasellus a malesuada nisl.,64,0,770222
3563,Cat Rig,75,75,In hac habitasse platea dictumst,109.95,0,779999
3564,Computer Apparatus,54,54,Vivamus iaculis urna non enim maximus condimentum,83,0,770003
3565,Biking Item,39,39,"Sed tortor ex, egestas a tempus id, sagittis at nulla.",131.95,0,770002
3566,Game Gizmo,56,56,Vestibulum eleifend egestas enim ut condimentum,93.99,0,770001
3567,Cleaning Doodad,48,48,"Mauris at fringilla augue, nec varius nibh",123.99,0,770222
3568,Jewelry Paraphernalia,45,45,"Proin vitae venenatis nibh, at tempus nibh",85,0,779999
3569,Gardening Paraphernalia,75,75,"Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus",94.99,0,770003
3570,Camera Tool,62,62,Duis facilisis justo eget mauris hendrerit bibendum in eu nulla,170.99,0,770002
3571,Storage Gizmo,33,33,Sed sit amet ex eros,71,0,770001
3572,Nutrition Gadget,36,36,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Nam a lectus nibh.,89,0,770222
3573,Toy Kit,19,19,Phasellus tincidunt tristique placerat,135.95,0,779999
3574,Cleaning Gadget,63,63,Nam dignissim consequat finibus,36.95,0,770003
3575,Movie Mechanism,67,67,Cras et pulvinar lorem,47.99,0,770002
